Spotting ID,Bee Spotter,Date Spotted,Date Submitted,Title,Latitude,Longitude,Amateur Species Identification,Expert Species Identification (Primary),Expert Species Identification (Secondary),Protected Species?,Location Obscured?,Sex,Caste,Spotting URL,Number of Days Between Date Spotted and Date Added to Site,Photo ID,Rating,Has Pollen on Legs,Flower,Image URL
216,CityEcology,6/6/2007,5/2/2008,BB 20070606,3.930.919.876.019.210,-7.654.792.785.644.530,Bombus fervidus,Bombus fervidus,,f,f,female,Worker,https://beespotter.org/bee/216,331,388,,No,,https://beespotter.org/beedata/bees/216-2.jpg
216,CityEcology,6/6/2007,5/2/2008,BB 20070606,3.930.919.876.019.210,-7.654.792.785.644.530,Bombus fervidus,Bombus fervidus,,f,f,female,Worker,https://beespotter.org/bee/216,331,387,,No,,https://beespotter.org/beedata/bees/216-1.jpg
160,smithka,6/7/2007,3/14/2008,Ballon Flower1,4.013.502.055.317.880,-8.847.384.452.819.820,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/160,281,308,8,No,,https://beespotter.org/beedata/bees/160-2.jpg
160,smithka,6/7/2007,3/14/2008,Ballon Flower1,4.013.502.055.317.880,-8.847.384.452.819.820,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/160,281,307,8,No,,https://beespotter.org/beedata/bees/160-1.jpg
1093,Gretchen,6/20/2007,1/24/2009,Bee in DeKalb,419.183.499,-887.589.572,,Apis mellifera,,f,f,,,https://beespotter.org/bee/1093,584,1864,10,No,,https://beespotter.org/beedata/bees/1093-1.jpg
144,Arlene,6/27/2007,1/18/2008,"Bluff Spring Fen 2, B. griseocollis on Petalostemum purpureum, Cook Co.",4.201.638.082.125.460,-8.825.504.064.559.930,Bombus bimaculatus,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/144,205,278,10,No,,https://beespotter.org/beedata/bees/144-3.jpg
144,Arlene,6/27/2007,1/18/2008,"Bluff Spring Fen 2, B. griseocollis on Petalostemum purpureum, Cook Co.",4.201.638.082.125.460,-8.825.504.064.559.930,Bombus bimaculatus,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/144,205,277,10,No,,https://beespotter.org/beedata/bees/144-2.jpg
144,Arlene,6/27/2007,1/18/2008,"Bluff Spring Fen 2, B. griseocollis on Petalostemum purpureum, Cook Co.",4.201.638.082.125.460,-8.825.504.064.559.930,Bombus bimaculatus,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/144,205,276,10,No,,https://beespotter.org/beedata/bees/144-1.jpg
146,Arlene,7/1/2007,1/18/2008,"Bluff Spring Fen 3, Apis mellifera on Asclepias tuberosa, Cook Co.",4.201.512.138.664.370,-8.825.377.464.294.430,Bombus affinis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/146,201,284,10,No,Asclepias tuberosa,https://beespotter.org/beedata/bees/146-5.jpg
146,Arlene,7/1/2007,1/18/2008,"Bluff Spring Fen 3, Apis mellifera on Asclepias tuberosa, Cook Co.",4.201.512.138.664.370,-8.825.377.464.294.430,Bombus affinis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/146,201,283,10,No,Asclepias tuberosa,https://beespotter.org/beedata/bees/146-4.jpg
146,Arlene,7/1/2007,1/18/2008,"Bluff Spring Fen 3, Apis mellifera on Asclepias tuberosa, Cook Co.",4.201.512.138.664.370,-8.825.377.464.294.430,Bombus affinis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/146,201,282,10,No,Asclepias tuberosa,https://beespotter.org/beedata/bees/146-3.jpg
146,Arlene,7/1/2007,1/18/2008,"Bluff Spring Fen 3, Apis mellifera on Asclepias tuberosa, Cook Co.",4.201.512.138.664.370,-8.825.377.464.294.430,Bombus affinis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/146,201,281,8,No,Asclepias tuberosa,https://beespotter.org/beedata/bees/146-2.jpg
146,Arlene,7/1/2007,1/18/2008,"Bluff Spring Fen 3, Apis mellifera on Asclepias tuberosa, Cook Co.",4.201.512.138.664.370,-8.825.377.464.294.430,Bombus affinis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/146,201,280,10,No,Asclepias tuberosa,https://beespotter.org/beedata/bees/146-1.jpg
1624,Rlwood44,7/10/2007,5/11/2010,The woods,4.218.588.930.239.880,-8.817.028.284.072.870,,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/1624,1036,2720,10,No,,https://beespotter.org/beedata/bees/1624-5.jpg
1624,Rlwood44,7/10/2007,5/11/2010,The woods,4.218.588.930.239.880,-8.817.028.284.072.870,,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/1624,1036,2688,10,No,,https://beespotter.org/beedata/bees/1624-4.jpg
1624,Rlwood44,7/10/2007,5/11/2010,The woods,4.218.588.930.239.880,-8.817.028.284.072.870,,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/1624,1036,2687,10,No,,https://beespotter.org/beedata/bees/1624-3.jpg
1624,Rlwood44,7/10/2007,5/11/2010,The woods,4.218.588.930.239.880,-8.817.028.284.072.870,,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/1624,1036,2686,10,No,,https://beespotter.org/beedata/bees/1624-2.jpg
2357,smithka,7/14/2007,3/8/2012,Bee shot,401.101.263,-882.315.292,,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/2357,1699,3875,10,No,,https://beespotter.org/beedata/bees/2357-1.jpg
155,MaureenZ,7/26/2007,3/3/2008,DSC_0068,41.871.144,-87.999.363,Bombus affinis,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/155,221,301,8,Yes,,https://beespotter.org/beedata/bees/155-4.jpg
118,radtec,7/28/2007,10/29/2007,bumble bee,40.002.325,-88.156.646,,Bombus bimaculatus,,f,f,,,https://beespotter.org/bee/118,93,244,7,No,,https://beespotter.org/beedata/bees/118-3.jpg
118,radtec,7/28/2007,10/29/2007,bumble bee,40.002.325,-88.156.646,,Bombus bimaculatus,,f,f,,,https://beespotter.org/bee/118,93,243,8,No,,https://beespotter.org/beedata/bees/118-2.jpg
118,radtec,7/28/2007,10/29/2007,bumble bee,40.002.325,-88.156.646,,Bombus bimaculatus,,f,f,,,https://beespotter.org/bee/118,93,242,8,No,,https://beespotter.org/beedata/bees/118-1.jpg
1091,gord,8/9/2007,1/17/2009,20070809-00741,4.202.525.992.452.530,-880.558.705.329.895,Apis mellifera,Apis mellifera,,f,f,,,https://beespotter.org/bee/1091,527,1862,10,No,,https://beespotter.org/beedata/bees/1091-1.jpg
401,HaarFager,8/10/2007,7/7/2008,American Bumble Bee 1,3.798.188.945.287.420,-883.344.554.901.123,,Bombus pensylvanicus,,f,f,male,Drone,https://beespotter.org/bee/401,332,719,10,No,,https://beespotter.org/beedata/bees/401-1.jpg
217,CityEcology,8/23/2007,5/2/2008,BB 20070823,39.308.800.296.002.900,-7.654.741.287.231.440,Bombus fervidus,Bombus fervidus,,f,f,male,Drone,https://beespotter.org/bee/217,253,392,,No,,https://beespotter.org/beedata/bees/217-3.jpg
217,CityEcology,8/23/2007,5/2/2008,BB 20070823,39.308.800.296.002.900,-7.654.741.287.231.440,Bombus fervidus,Bombus fervidus,,f,f,male,Drone,https://beespotter.org/bee/217,253,391,,No,,https://beespotter.org/beedata/bees/217-2.jpg
151,MBubniak,9/5/2007,2/20/2008,Lake of the Woods,4.019.721.615.721.970,-8.838.138.341.903.680,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/151,168,290,9,No,,https://beespotter.org/beedata/bees/151-3.jpg
151,MBubniak,9/5/2007,2/20/2008,Lake of the Woods,4.019.721.615.721.970,-8.838.138.341.903.680,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/151,168,289,8,No,,https://beespotter.org/beedata/bees/151-2.jpg
151,MBubniak,9/5/2007,2/20/2008,Lake of the Woods,4.019.721.615.721.970,-8.838.138.341.903.680,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/151,168,288,9,No,,https://beespotter.org/beedata/bees/151-1.jpg
402,HaarFager,9/11/2007,7/7/2008,American Bumble Bee 2,3.798.168.649.597.830,-8.833.394.050.598.140,,Bombus pensylvanicus,,f,f,male,Drone,https://beespotter.org/bee/402,300,720,10,No,"Clover, red",https://beespotter.org/beedata/bees/402-1.jpg
64,kgrabow,9/26/2007,10/9/2007,bee1,4.009.718.834.397.450,-8.818.345.785.140.990,Bombus variabilis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/64,13,157,7,No,,https://beespotter.org/beedata/bees/64-2.jpg
65,kgrabow,9/26/2007,10/9/2007,bee2,4.009.709.806.630.490,-8.818.369.388.580.320,Bombus variabilis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/65,13,159,6,No,,https://beespotter.org/beedata/bees/65-2.jpg
65,kgrabow,9/26/2007,10/9/2007,bee2,4.009.709.806.630.490,-8.818.369.388.580.320,Bombus variabilis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/65,13,158,4,No,,https://beespotter.org/beedata/bees/65-1.jpg
66,kgrabow,9/26/2007,10/9/2007,bee3,4.009.681.081.837.770,-881.831.681.728.363,Bombus variabilis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/66,13,160,7,Yes,"Goldenrod, Solidago sp.",https://beespotter.org/beedata/bees/66-1.jpg
67,kgrabow,9/26/2007,10/9/2007,bee4,40.097.631.523.524.300,-8.818.387.627.601.620,Bombus fervidus,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/67,13,162,,No,,https://beespotter.org/beedata/bees/67-2.jpg
67,kgrabow,9/26/2007,10/9/2007,bee4,40.097.631.523.524.300,-8.818.387.627.601.620,Bombus fervidus,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/67,13,161,,No,,https://beespotter.org/beedata/bees/67-1.jpg
68,kgrabow,9/26/2007,10/9/2007,bee 5,40.097.483.797.328.400,-8.818.382.263.183.590,Bombus impatiens,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/68,13,164,8,No,,https://beespotter.org/beedata/bees/68-2.jpg
68,kgrabow,9/26/2007,10/9/2007,bee 5,40.097.483.797.328.400,-8.818.382.263.183.590,Bombus impatiens,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/68,13,163,8,No,,https://beespotter.org/beedata/bees/68-1.jpg
105,kgrabow,9/26/2007,10/18/2007,grabow beespotters,400.966.466.761.606,-8.818.309.307.098.380,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/105,22,218,,No,,https://beespotter.org/beedata/bees/105-3.jpg
105,kgrabow,9/26/2007,10/18/2007,grabow beespotters,400.966.466.761.606,-8.818.309.307.098.380,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/105,22,217,,No,,https://beespotter.org/beedata/bees/105-2.jpg
105,kgrabow,9/26/2007,10/18/2007,grabow beespotters,400.966.466.761.606,-8.818.309.307.098.380,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/105,22,216,,No,,https://beespotter.org/beedata/bees/105-1.jpg
60,jkvc,10/6/2007,10/8/2007,Bee1-Homer Lake,400.680.881.132.379,-8.798.572.540.283.200,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/60,2,141,8,No,"Goldenrod, Solidago sp.",https://beespotter.org/beedata/bees/60-2.jpg
60,jkvc,10/6/2007,10/8/2007,Bee1-Homer Lake,400.680.881.132.379,-8.798.572.540.283.200,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/60,2,140,8,No,"Goldenrod, Solidago sp.",https://beespotter.org/beedata/bees/60-1.jpg
61,jkvc,10/6/2007,10/8/2007,BumbleBee1,40.103.023.310.188.600,-8.818.536.758.422.850,,Bombus impatiens,,f,f,,,https://beespotter.org/bee/61,2,142,7,No,,https://beespotter.org/beedata/bees/61-1.jpg
85,rowrlm,10/7/2007,10/14/2007,Bumble bee in yard,41.891.102,-87.905.663,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/85,7,176,10,No,,https://beespotter.org/beedata/bees/85-4.jpg
85,rowrlm,10/7/2007,10/14/2007,Bumble bee in yard,41.891.102,-87.905.663,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/85,7,175,10,No,,https://beespotter.org/beedata/bees/85-3.jpg
85,rowrlm,10/7/2007,10/14/2007,Bumble bee in yard,41.891.102,-87.905.663,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/85,7,174,10,No,,https://beespotter.org/beedata/bees/85-2.jpg
85,rowrlm,10/7/2007,10/14/2007,Bumble bee in yard,41.891.102,-87.905.663,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/85,7,173,10,No,,https://beespotter.org/beedata/bees/85-1.jpg
110,alenagust,10/8/2007,10/22/2007,wild honey bees,,,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/110,14,220,8,No,,https://beespotter.org/beedata/bees/110-1.jpg
63,Breebee,10/9/2007,10/9/2007,Bee in flight 01,41.825.115,-87.858.697,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/63,0,155,,No,,https://beespotter.org/beedata/bees/63-1.jpg
78,jdavison,10/13/2007,10/13/2007,Dead honey bee - saved speciman,4.012.219.064.672.330,-8.830.398.559.570.310,,Apis mellifera,,f,f,,,https://beespotter.org/bee/78,0,170,6,No,,https://beespotter.org/beedata/bees/78-5.jpg
78,jdavison,10/13/2007,10/13/2007,Dead honey bee - saved speciman,4.012.219.064.672.330,-8.830.398.559.570.310,,Apis mellifera,,f,f,,,https://beespotter.org/bee/78,0,169,6,No,,https://beespotter.org/beedata/bees/78-4.jpg
78,jdavison,10/13/2007,10/13/2007,Dead honey bee - saved speciman,4.012.219.064.672.330,-8.830.398.559.570.310,,Apis mellifera,,f,f,,,https://beespotter.org/bee/78,0,168,6,No,,https://beespotter.org/beedata/bees/78-3.jpg
78,jdavison,10/13/2007,10/13/2007,Dead honey bee - saved speciman,4.012.219.064.672.330,-8.830.398.559.570.310,,Apis mellifera,,f,f,,,https://beespotter.org/bee/78,0,167,6,No,,https://beespotter.org/beedata/bees/78-2.jpg
78,jdavison,10/13/2007,10/13/2007,Dead honey bee - saved speciman,4.012.219.064.672.330,-8.830.398.559.570.310,,Apis mellifera,,f,f,,,https://beespotter.org/bee/78,0,166,6,No,,https://beespotter.org/beedata/bees/78-1.jpg
84,dan drew,10/14/2007,10/14/2007,5:30 pm,41.913.981,-87.688.669,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/84,0,172,9,No,,https://beespotter.org/beedata/bees/84-2.jpg
84,dan drew,10/14/2007,10/14/2007,5:30 pm,41.913.981,-87.688.669,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/84,0,171,,No,,https://beespotter.org/beedata/bees/84-1.jpg
101,kgrabow,10/16/2007,10/16/2007,grabow beespotters,40.096.950.338.950.900,-8.818.360.805.511.470,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/101,0,213,2,No,,https://beespotter.org/beedata/bees/101-11.jpg
101,kgrabow,10/16/2007,10/16/2007,grabow beespotters,40.096.950.338.950.900,-8.818.360.805.511.470,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/101,0,210,7,No,,https://beespotter.org/beedata/bees/101-8.jpg
101,kgrabow,10/16/2007,10/16/2007,grabow beespotters,40.096.950.338.950.900,-8.818.360.805.511.470,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/101,0,209,7,No,,https://beespotter.org/beedata/bees/101-7.jpg
101,kgrabow,10/16/2007,10/16/2007,grabow beespotters,40.096.950.338.950.900,-8.818.360.805.511.470,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/101,0,208,3,No,,https://beespotter.org/beedata/bees/101-6.jpg
101,kgrabow,10/16/2007,10/16/2007,grabow beespotters,40.096.950.338.950.900,-8.818.360.805.511.470,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/101,0,207,5,No,,https://beespotter.org/beedata/bees/101-5.jpg
101,kgrabow,10/16/2007,10/16/2007,grabow beespotters,40.096.950.338.950.900,-8.818.360.805.511.470,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/101,0,206,4,No,,https://beespotter.org/beedata/bees/101-4.jpg
101,kgrabow,10/16/2007,10/16/2007,grabow beespotters,40.096.950.338.950.900,-8.818.360.805.511.470,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/101,0,205,6,No,,https://beespotter.org/beedata/bees/101-3.jpg
101,kgrabow,10/16/2007,10/16/2007,grabow beespotters,40.096.950.338.950.900,-8.818.360.805.511.470,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/101,0,204,4,No,,https://beespotter.org/beedata/bees/101-2.jpg
101,kgrabow,10/16/2007,10/16/2007,grabow beespotters,40.096.950.338.950.900,-8.818.360.805.511.470,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/101,0,203,2,No,,https://beespotter.org/beedata/bees/101-1.jpg
108,rowrlm,10/17/2007,10/19/2007,Close up of bee,4.188.212,-8.791.397,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/108,2,219,10,No,,https://beespotter.org/beedata/bees/108-1.jpg
127,bluemoondesign,10/17/2007,11/5/2007,Bee on yellow rose,41.789.434,-8.798.349,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/127,19,263,,No,Rose,https://beespotter.org/beedata/bees/127-1.jpg
109,Breebee,10/21/2007,10/21/2007,Honey Bees on Basil,,,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/109,0,240,10,No,Basil,https://beespotter.org/beedata/bees/109-8.jpg
109,Breebee,10/21/2007,10/21/2007,Honey Bees on Basil,,,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/109,0,239,10,No,Basil,https://beespotter.org/beedata/bees/109-7.jpg
109,Breebee,10/21/2007,10/21/2007,Honey Bees on Basil,,,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/109,0,238,10,No,Basil,https://beespotter.org/beedata/bees/109-6.jpg
109,Breebee,10/21/2007,10/21/2007,Honey Bees on Basil,,,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/109,0,237,10,No,Basil,https://beespotter.org/beedata/bees/109-5.jpg
109,Breebee,10/21/2007,10/21/2007,Honey Bees on Basil,,,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/109,0,236,10,No,Basil,https://beespotter.org/beedata/bees/109-4.jpg
109,Breebee,10/21/2007,10/21/2007,Honey Bees on Basil,,,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/109,0,235,10,No,Basil,https://beespotter.org/beedata/bees/109-3.jpg
109,Breebee,10/21/2007,10/21/2007,Honey Bees on Basil,,,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/109,0,234,10,No,Basil,https://beespotter.org/beedata/bees/109-2.jpg
109,Breebee,10/21/2007,10/21/2007,Honey Bees on Basil,,,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/109,0,233,10,No,Basil,https://beespotter.org/beedata/bees/109-1.jpg
111,shmevs,10/22/2007,10/22/2007,homegrown honey,4.129.457.521.118.660,-879.261.589.050.293,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/111,0,222,10,No,,https://beespotter.org/beedata/bees/111-2.jpg
112,shmevs,10/22/2007,10/22/2007,countyline bumbles,4.129.444.623.729.710,-8.792.667.388.916.010,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/112,0,224,,No,,https://beespotter.org/beedata/bees/112-2.jpg
112,shmevs,10/22/2007,10/22/2007,countyline bumbles,4.129.444.623.729.710,-8.792.667.388.916.010,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/112,0,223,8,No,,https://beespotter.org/beedata/bees/112-1.jpg
126,rowrlm,10/31/2007,11/4/2007,Halloween Bee,41.889.547,-87.911.828,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/126,4,262,10,No,,https://beespotter.org/beedata/bees/126-1.jpg
124,kmannon,11/1/2007,11/1/2007,deckbees,3.991.223.799.320.090,-882.707.691.192.627,,Bombus impatiens,,f,f,male,Drone,https://beespotter.org/bee/124,0,261,7,No,,https://beespotter.org/beedata/bees/124-1.jpg
128,Diabrotica,11/4/2007,11/7/2007,Honeybee on Broccoli,4.024.391.144.566.500,-881.902.813.911.438,,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/128,3,264,10,Yes,Broccoli,https://beespotter.org/beedata/bees/128-1.jpg
165,oakgeorgia,3/26/2008,3/26/2008,326crocus,40.106.496,-88.217.763,Bombus affinis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/165,0,311,,Yes,,https://beespotter.org/beedata/bees/165-1.jpg
167,gzettel,3/30/2008,3/30/2008,Rosemary bees,3.901.158.120.485.280,-12.319.570.541.381.800,Bombus affinis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/167,0,314,,No,Rosemary,https://beespotter.org/beedata/bees/167-1.jpg
168,gzettel,3/30/2008,3/30/2008,Rosemary#2,3.901.558.261.486.130,-12.319.570.541.381.800,Bombus affinis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/168,0,312,10,No,Rosemary,https://beespotter.org/beedata/bees/168-1.jpg
169,gzettel,3/30/2008,3/30/2008,Rosemary#3,39.027.985.547.042.200,-12.318.111.419.677.700,Bombus affinis,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/169,0,313,10,No,Rosemary,https://beespotter.org/beedata/bees/169-1.jpg
