Spotting ID,Bee Spotter,Date Spotted,Date Submitted,Title,Latitude,Longitude,Amateur Species Identification,Expert Species Identification (Primary),Expert Species Identification (Secondary),Protected Species?,Location Obscured?,Sex,Caste,Spotting URL,Number of Days Between Date Spotted and Date Added to Site,Photo ID,Rating,Has Pollen on Legs,Flower,Image URL
4052,ZoogaShaka,4/9/2015,5/9/2015,Bumblebee on Atlantic Camas at CRP visitor center prairie,3.263.789.319.364.060,-969.578.218.460.083,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4052,30,6728,10,No,,https://beespotter.org/beedata/bees/4052-5.jpg
4052,ZoogaShaka,4/9/2015,5/9/2015,Bumblebee on Atlantic Camas at CRP visitor center prairie,3.263.789.319.364.060,-969.578.218.460.083,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4052,30,6727,10,No,,https://beespotter.org/beedata/bees/4052-4.jpg
4052,ZoogaShaka,4/9/2015,5/9/2015,Bumblebee on Atlantic Camas at CRP visitor center prairie,3.263.789.319.364.060,-969.578.218.460.083,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4052,30,6726,10,No,,https://beespotter.org/beedata/bees/4052-3.jpg
4052,ZoogaShaka,4/9/2015,5/9/2015,Bumblebee on Atlantic Camas at CRP visitor center prairie,3.263.789.319.364.060,-969.578.218.460.083,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4052,30,6725,10,No,,https://beespotter.org/beedata/bees/4052-2.jpg
4052,ZoogaShaka,4/9/2015,5/9/2015,Bumblebee on Atlantic Camas at CRP visitor center prairie,3.263.789.319.364.060,-969.578.218.460.083,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4052,30,6724,10,No,Camas,https://beespotter.org/beedata/bees/4052-1.jpg
4026,twotringas,4/14/2015,4/14/2015,bimaculatus on Pansy,4.230.397.561.507.840,-8.915.714.263.916.010,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/4026,0,6674,10,No,,https://beespotter.org/beedata/bees/4026-2.jpg
4026,twotringas,4/14/2015,4/14/2015,bimaculatus on Pansy,4.230.397.561.507.840,-8.915.714.263.916.010,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/4026,0,6673,10,No,,https://beespotter.org/beedata/bees/4026-1.jpg
4027,jmbaldi,4/16/2015,4/16/2015,"Cherry tree, first bloom of 2015",4.153.788.000.371.020,-88.154.296.875,Bombus auricomus,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4027,0,6677,9,Yes,,https://beespotter.org/beedata/bees/4027-3.jpg
4027,jmbaldi,4/16/2015,4/16/2015,"Cherry tree, first bloom of 2015",4.153.788.000.371.020,-88.154.296.875,Bombus auricomus,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4027,0,6676,6,No,,https://beespotter.org/beedata/bees/4027-2.jpg
4027,jmbaldi,4/16/2015,4/16/2015,"Cherry tree, first bloom of 2015",4.153.788.000.371.020,-88.154.296.875,Bombus auricomus,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4027,0,6675,8,Yes,,https://beespotter.org/beedata/bees/4027-1.jpg
4029,SkrentnyJeff,4/17/2015,4/17/2015,Large Bumble Bee #1,4.197.876.439.472.150,-8.774.045.884.609.220,Bombus vagans,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/4029,0,6679,8,No,,https://beespotter.org/beedata/bees/4029-1.jpg
4030,SkrentnyJeff,4/17/2015,4/17/2015,Large Bumble Bee #2,4.197.856.101.304.680,-8.774.058.490.991.590,Bombus vagans,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/4030,0,6680,6,No,,https://beespotter.org/beedata/bees/4030-1.jpg
4040,SkrentnyJeff,4/17/2015,4/27/2015,MM Honey Bee #2,4.195.719.434.410.990,-8.771.916.478.872.290,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4040,10,6691,10,No,,https://beespotter.org/beedata/bees/4040-1.jpg
4031,beank,4/18/2015,4/18/2015,Bird Bath,3.920.472.358.686.370,-9.467.408.180.236.810,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4031,0,6681,,No,,https://beespotter.org/beedata/bees/4031-1.jpg
4037,twotringas,4/18/2015,4/20/2015,impatiens on Magnolia,,,Bombus impatiens,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/4037,2,6687,9,No,Magnolia,https://beespotter.org/beedata/bees/4037-1.jpg
4032,jmbaldi,4/19/2015,4/19/2015,Bumble in Bolingbrook,41.695.378.962.612.800,-880.728.006.362.915,Bombus fraternus,Bombus bimaculatus,,f,f,female,Queen,https://beespotter.org/bee/4032,0,6682,9,Yes,,https://beespotter.org/beedata/bees/4032-1.jpg
4063,mmckelve,4/19/2015,5/20/2015,Kevin's bathroom bee,4.226.323.224.741.970,-8.556.394.864.536.890,Bombus auricomus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/4063,31,6759,7,No,,https://beespotter.org/beedata/bees/4063-1.jpg
4042,Appyjumper,4/28/2015,4/28/2015,Large Lazy Bumble on Yellow Rocket,3.836.641.764.810.060,-9.053.706.059.507.180,Bombus affinis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4042,0,6697,8,No,,https://beespotter.org/beedata/bees/4042-3.jpg
4042,Appyjumper,4/28/2015,4/28/2015,Large Lazy Bumble on Yellow Rocket,3.836.641.764.810.060,-9.053.706.059.507.180,Bombus affinis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4042,0,6696,8,No,,https://beespotter.org/beedata/bees/4042-2.jpg
4042,Appyjumper,4/28/2015,4/28/2015,Large Lazy Bumble on Yellow Rocket,3.836.641.764.810.060,-9.053.706.059.507.180,Bombus affinis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4042,0,6695,8,No,,https://beespotter.org/beedata/bees/4042-1.jpg
4044,TER_OR,5/1/2015,5/5/2015,Bimiculatus queen,421.014.623.578.652,-8.827.732.443.809.500,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Queen,https://beespotter.org/bee/4044,4,6700,10,No,,https://beespotter.org/beedata/bees/4044-2.jpg
4044,TER_OR,5/1/2015,5/5/2015,Bimiculatus queen,421.014.623.578.652,-8.827.732.443.809.500,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Queen,https://beespotter.org/bee/4044,4,6699,10,No,,https://beespotter.org/beedata/bees/4044-1.jpg
4053,twotringas,5/4/2015,5/10/2015,bimaculatus queen,42.304.981,-89.156.791,Bombus bimaculatus,Bombus griseocollis,,f,f,female,Queen,https://beespotter.org/bee/4053,6,6742,10,No,,https://beespotter.org/beedata/bees/4053-1.jpg
4054,twotringas,5/4/2015,5/10/2015,honey bee on Grape Hyacinth,42.304.981,-89.156.791,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4054,6,6743,10,No,Grape hyacinth,https://beespotter.org/beedata/bees/4054-1.jpg
4045,ecogarden,5/6/2015,5/6/2015,Bee on Garage,41.869.358,-87.799.529,Bombus fervidus,Bombus fervidus,,f,f,female,Queen,https://beespotter.org/bee/4045,0,6706,10,No,,https://beespotter.org/beedata/bees/4045-6.jpg
4045,ecogarden,5/6/2015,5/6/2015,Bee on Garage,41.869.358,-87.799.529,Bombus fervidus,Bombus fervidus,,f,f,female,Queen,https://beespotter.org/bee/4045,0,6705,10,No,,https://beespotter.org/beedata/bees/4045-5.jpg
4045,ecogarden,5/6/2015,5/6/2015,Bee on Garage,41.869.358,-87.799.529,Bombus fervidus,Bombus fervidus,,f,f,female,Queen,https://beespotter.org/bee/4045,0,6704,10,No,,https://beespotter.org/beedata/bees/4045-4.jpg
4045,ecogarden,5/6/2015,5/6/2015,Bee on Garage,41.869.358,-87.799.529,Bombus fervidus,Bombus fervidus,,f,f,female,Queen,https://beespotter.org/bee/4045,0,6703,10,No,,https://beespotter.org/beedata/bees/4045-3.jpg
4045,ecogarden,5/6/2015,5/6/2015,Bee on Garage,41.869.358,-87.799.529,Bombus fervidus,Bombus fervidus,,f,f,female,Queen,https://beespotter.org/bee/4045,0,6702,10,No,,https://beespotter.org/beedata/bees/4045-2.jpg
4045,ecogarden,5/6/2015,5/6/2015,Bee on Garage,41.869.358,-87.799.529,Bombus fervidus,Bombus fervidus,,f,f,female,Queen,https://beespotter.org/bee/4045,0,6701,10,No,,https://beespotter.org/beedata/bees/4045-1.jpg
4048,Dave_K,5/6/2015,5/6/2015,Honeybee on Apple1,4.197.097.760.330.020,-8.795.757.293.701.170,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4048,0,6712,,No,,https://beespotter.org/beedata/bees/4048-4.jpg
4048,Dave_K,5/6/2015,5/6/2015,Honeybee on Apple1,4.197.097.760.330.020,-8.795.757.293.701.170,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4048,0,6711,10,No,,https://beespotter.org/beedata/bees/4048-3.jpg
4048,Dave_K,5/6/2015,5/6/2015,Honeybee on Apple1,4.197.097.760.330.020,-8.795.757.293.701.170,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4048,0,6710,10,No,,https://beespotter.org/beedata/bees/4048-2.jpg
4048,Dave_K,5/6/2015,5/6/2015,Honeybee on Apple1,4.197.097.760.330.020,-8.795.757.293.701.170,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4048,0,6709,10,No,,https://beespotter.org/beedata/bees/4048-1.jpg
4049,Dave_K,5/6/2015,5/6/2015,Honeybee on Apple2,4.197.008.420.502.250,-8.795.774.459.838.860,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4049,0,6714,10,No,,https://beespotter.org/beedata/bees/4049-2.jpg
4049,Dave_K,5/6/2015,5/6/2015,Honeybee on Apple2,4.197.008.420.502.250,-8.795.774.459.838.860,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4049,0,6713,10,No,,https://beespotter.org/beedata/bees/4049-1.jpg
4055,twotringas,5/6/2015,5/10/2015,auricomus queen,42.304.981,-89.156.791,Bombus auricomus,Bombus auricomus,,f,f,female,Queen,https://beespotter.org/bee/4055,4,6745,10,No,,https://beespotter.org/beedata/bees/4055-2.jpg
4055,twotringas,5/6/2015,5/10/2015,auricomus queen,42.304.981,-89.156.791,Bombus auricomus,Bombus auricomus,,f,f,female,Queen,https://beespotter.org/bee/4055,4,6744,10,No,,https://beespotter.org/beedata/bees/4055-1.jpg
4057,SkrentnyJeff,5/14/2015,5/14/2015,LaBagh 2015May14-1,41.976.967.834.122.500,-877.416.443.824.768,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4057,0,6749,9,Yes,,https://beespotter.org/beedata/bees/4057-3.jpg
4057,SkrentnyJeff,5/14/2015,5/14/2015,LaBagh 2015May14-1,41.976.967.834.122.500,-877.416.443.824.768,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4057,0,6747,9,No,,https://beespotter.org/beedata/bees/4057-1.jpg
4058,kgarcia,5/15/2015,5/15/2015,possible rusty-patched or griseocollis,3.861.417.742.802.200,-9.025.996.506.214.140,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4058,0,6752,9,No,,https://beespotter.org/beedata/bees/4058-3.jpg
4058,kgarcia,5/15/2015,5/15/2015,possible rusty-patched or griseocollis,3.861.417.742.802.200,-9.025.996.506.214.140,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4058,0,6751,9,No,,https://beespotter.org/beedata/bees/4058-2.jpg
4058,kgarcia,5/15/2015,5/15/2015,possible rusty-patched or griseocollis,3.861.417.742.802.200,-9.025.996.506.214.140,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4058,0,6750,9,Yes,,https://beespotter.org/beedata/bees/4058-1.jpg
4060,SkrentnyJeff,5/17/2015,5/18/2015,LaBagh 2015May17-1,4.197.948.021.329.260,-8.773.960.590.362.540,Bombus fervidus,Bombus fervidus,,f,f,female,Queen,https://beespotter.org/bee/4060,1,6755,10,No,,https://beespotter.org/beedata/bees/4060-1.jpg
4100,lfelliott,5/17/2015,6/13/2015,Bombus as Salvia,389.467.895,-9.244.628.019.999.990,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Queen,https://beespotter.org/bee/4100,27,6808,10,Yes,,https://beespotter.org/beedata/bees/4100-2.jpg
4100,lfelliott,5/17/2015,6/13/2015,Bombus as Salvia,389.467.895,-9.244.628.019.999.990,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Queen,https://beespotter.org/bee/4100,27,6807,7,No,,https://beespotter.org/beedata/bees/4100-1.jpg
4059,ecogarden,5/18/2015,5/18/2015,Bombus on Amsonia,41.869.358,-87.799.529,Bombus bimaculatus,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4059,0,6754,10,No,,https://beespotter.org/beedata/bees/4059-2.jpg
4059,ecogarden,5/18/2015,5/18/2015,Bombus on Amsonia,41.869.358,-87.799.529,Bombus bimaculatus,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4059,0,6753,10,No,,https://beespotter.org/beedata/bees/4059-1.jpg
4132,lfelliott,5/18/2015,6/21/2015,on Amorpha fruticosa,389.467.895,-9.244.628.019.999.990,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4132,34,7832,,No,,https://beespotter.org/beedata/bees/4132-1.jpg
4065,PepperCreek,5/21/2015,5/21/2015,Large and Fast,42.239.773,-8.897.433.999.999.990,Bombus fervidus,Bombus fervidus,,f,f,female,Worker,https://beespotter.org/bee/4065,0,6766,10,Yes,,https://beespotter.org/beedata/bees/4065-6.jpg
4065,PepperCreek,5/21/2015,5/21/2015,Large and Fast,42.239.773,-8.897.433.999.999.990,Bombus fervidus,Bombus fervidus,,f,f,female,Worker,https://beespotter.org/bee/4065,0,6765,10,No,,https://beespotter.org/beedata/bees/4065-5.jpg
4065,PepperCreek,5/21/2015,5/21/2015,Large and Fast,42.239.773,-8.897.433.999.999.990,Bombus fervidus,Bombus fervidus,,f,f,female,Worker,https://beespotter.org/bee/4065,0,6764,8,No,,https://beespotter.org/beedata/bees/4065-4.jpg
4065,PepperCreek,5/21/2015,5/21/2015,Large and Fast,42.239.773,-8.897.433.999.999.990,Bombus fervidus,Bombus fervidus,,f,f,female,Worker,https://beespotter.org/bee/4065,0,6763,10,No,,https://beespotter.org/beedata/bees/4065-3.jpg
4065,PepperCreek,5/21/2015,5/21/2015,Large and Fast,42.239.773,-8.897.433.999.999.990,Bombus fervidus,Bombus fervidus,,f,f,female,Worker,https://beespotter.org/bee/4065,0,6762,10,Yes,,https://beespotter.org/beedata/bees/4065-2.jpg
4065,PepperCreek,5/21/2015,5/21/2015,Large and Fast,42.239.773,-8.897.433.999.999.990,Bombus fervidus,Bombus fervidus,,f,f,female,Worker,https://beespotter.org/bee/4065,0,6761,8,No,,https://beespotter.org/beedata/bees/4065-1.jpg
4066,SkrentnyJeff,5/21/2015,5/21/2015,Advocate 2015May21-1,41.937.112.302.436.000,-8.765.388.384.461.400,Bombus griseocollis,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/4066,0,6768,10,Yes,,https://beespotter.org/beedata/bees/4066-2.jpg
4066,SkrentnyJeff,5/21/2015,5/21/2015,Advocate 2015May21-1,41.937.112.302.436.000,-8.765.388.384.461.400,Bombus griseocollis,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/4066,0,6767,10,No,,https://beespotter.org/beedata/bees/4066-1.jpg
4137,Monotropa,5/21/2015,6/21/2015,Baptisia-may,3.910.829.348.061.200,-9.318.440.169.095.990,,Bombus auricomus,,f,f,female,Worker,https://beespotter.org/bee/4137,31,6882,7,No,,https://beespotter.org/beedata/bees/4137-2.jpg
4137,Monotropa,5/21/2015,6/21/2015,Baptisia-may,3.910.829.348.061.200,-9.318.440.169.095.990,,Bombus auricomus,,f,f,female,Worker,https://beespotter.org/bee/4137,31,6881,10,No,,https://beespotter.org/beedata/bees/4137-1.jpg
4079,knobren,5/23/2015,5/29/2015,pic320 on raspberry,40.105.089,-8.829.099.500.000.000,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/4079,6,6782,6,Yes,Raspberry,https://beespotter.org/beedata/bees/4079-1.jpg
4070,Nolandobgsu,5/25/2015,5/25/2015,Pearl's Bees,3.788.352.498.087.130,-84.781.494.140.625,,Bombus griseocollis,,f,f,,,https://beespotter.org/bee/4070,0,6772,,No,,https://beespotter.org/beedata/bees/4070-1.jpg
4073,SkrentnyJeff,5/28/2015,5/28/2015,LaBagh 2015May28-1,4.197.629.784.960.390,-8.774.213.790.893.550,Apis mellifera,Apis mellifera,,f,f,,,https://beespotter.org/bee/4073,0,6774,,No,,https://beespotter.org/beedata/bees/4073-1.jpg
4075,SkrentnyJeff,5/28/2015,5/28/2015,LaBagh 2015May28-3,4.197.632.975.378.840,-8.774.211.645.126.340,Apis mellifera,Apis mellifera,,f,f,,,https://beespotter.org/bee/4075,0,6777,6,No,,https://beespotter.org/beedata/bees/4075-1.jpg
4113,ecogarden,5/29/2015,6/17/2015,Bombus on May Night Sage 5/29/15,41.869.358,-87.799.529,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/4113,19,6827,6,Yes,,https://beespotter.org/beedata/bees/4113-1.jpg
4099,lfelliott,5/30/2015,6/13/2015,Bombus at blacklight,389.467.895,-9.244.628.019.999.990,Bombus griseocollis,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/4099,14,6806,10,No,,https://beespotter.org/beedata/bees/4099-2.jpg
4099,lfelliott,5/30/2015,6/13/2015,Bombus at blacklight,389.467.895,-9.244.628.019.999.990,Bombus griseocollis,Bombus impatiens,,f,f,female,Worker,https://beespotter.org/bee/4099,14,6805,9,No,,https://beespotter.org/beedata/bees/4099-1.jpg
4089,twotringas,6/1/2015,6/4/2015,Queen auricomus on Baptisia,42.304.981,-89.156.791,Bombus auricomus,Bombus auricomus,,f,f,female,Worker,https://beespotter.org/bee/4089,3,6789,10,No,Baptisia,https://beespotter.org/beedata/bees/4089-1.jpg
4254,annerem,6/1/2015,7/4/2015,Unknown 2015,42.275.127,-8.907.353.999.999.990,Bombus impatiens,Bombus bimaculatus,,f,f,female,Queen,https://beespotter.org/bee/4254,33,7132,8,No,,https://beespotter.org/beedata/bees/4254-2.jpg
4254,annerem,6/1/2015,7/4/2015,Unknown 2015,42.275.127,-8.907.353.999.999.990,Bombus impatiens,Bombus bimaculatus,,f,f,female,Queen,https://beespotter.org/bee/4254,33,7131,8,No,,https://beespotter.org/beedata/bees/4254-1.jpg
4090,twotringas,6/2/2015,6/4/2015,bimaculatus on sage,,,Bombus bimaculatus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/4090,2,6790,10,No,Sage,https://beespotter.org/beedata/bees/4090-1.jpg
4114,ecogarden,6/2/2015,6/17/2015,Bombus on Nepeta 6/2/15,41.869.358,-87.799.529,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4114,15,6830,10,No,,https://beespotter.org/beedata/bees/4114-3.jpg
4114,ecogarden,6/2/2015,6/17/2015,Bombus on Nepeta 6/2/15,41.869.358,-87.799.529,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4114,15,6829,10,No,,https://beespotter.org/beedata/bees/4114-2.jpg
4114,ecogarden,6/2/2015,6/17/2015,Bombus on Nepeta 6/2/15,41.869.358,-87.799.529,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4114,15,6828,9,No,,https://beespotter.org/beedata/bees/4114-1.jpg
4115,ecogarden,6/2/2015,6/17/2015,Different Bombus (on May Night Sage) 6/2/15,41.869.358,-87.799.529,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4115,15,6832,10,No,Sage,https://beespotter.org/beedata/bees/4115-2.jpg
4093,twotringas,6/4/2015,6/7/2015,queen citrinus on White Clover,42.304.981,-89.156.791,Bombus citrinus,Bombus citrinus,,f,f,female,Worker,https://beespotter.org/bee/4093,3,6796,10,No,,https://beespotter.org/beedata/bees/4093-4.jpg
4093,twotringas,6/4/2015,6/7/2015,queen citrinus on White Clover,42.304.981,-89.156.791,Bombus citrinus,Bombus citrinus,,f,f,female,Worker,https://beespotter.org/bee/4093,3,6795,10,No,,https://beespotter.org/beedata/bees/4093-3.jpg
4093,twotringas,6/4/2015,6/7/2015,queen citrinus on White Clover,42.304.981,-89.156.791,Bombus citrinus,Bombus citrinus,,f,f,female,Worker,https://beespotter.org/bee/4093,3,6794,10,No,"Clover, white",https://beespotter.org/beedata/bees/4093-2.jpg
4715,JferSuz,6/5/2015,1/30/2016,2015 swamp milkweed Cinderella,39.306.828,-8.423.550.999.999.990,Bombus variabilis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4715,239,7912,10,No,Asclepias incarnata,https://beespotter.org/beedata/bees/4715-5.jpg
4715,JferSuz,6/5/2015,1/30/2016,2015 swamp milkweed Cinderella,39.306.828,-8.423.550.999.999.990,Bombus variabilis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4715,239,7910,10,No,Asclepias incarnata,https://beespotter.org/beedata/bees/4715-3.jpg
4715,JferSuz,6/5/2015,1/30/2016,2015 swamp milkweed Cinderella,39.306.828,-8.423.550.999.999.990,Bombus variabilis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4715,239,7908,10,No,Asclepias incarnata,https://beespotter.org/beedata/bees/4715-1.jpg
4092,twotringas,6/6/2015,6/7/2015,griseocollis on Baptisia,42.304.981,-89.156.791,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4092,1,6792,10,No,Baptisia,https://beespotter.org/beedata/bees/4092-1.jpg
4098,lindapopp,6/7/2015,6/12/2015,female bumble bee,4.227.065.467.410.980,-8.835.396.397.684.230,Bombus pensylvanicus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/4098,5,6804,4,Yes,,https://beespotter.org/beedata/bees/4098-2.jpg
4098,lindapopp,6/7/2015,6/12/2015,female bumble bee,4.227.065.467.410.980,-8.835.396.397.684.230,Bombus pensylvanicus,Bombus bimaculatus,,f,f,female,Worker,https://beespotter.org/bee/4098,5,6803,6,Yes,,https://beespotter.org/beedata/bees/4098-1.jpg
4294,cjshields,6/8/2015,7/9/2015,first honeybee of year,416.871.064,-8.833.046.100.000.000,Apis mellifera,Apis mellifera,,f,f,female,Worker,https://beespotter.org/bee/4294,31,7212,10,No,,https://beespotter.org/beedata/bees/4294-1.jpg
4096,SkrentnyJeff,6/9/2015,6/11/2015,Gensburg - Markham Prairie 2015June09-1,4.160.512.011.964.910,-8.769.105.523.824.690,Bombus pensylvanicus,Bombus pensylvanicus,,f,f,female,Worker,https://beespotter.org/bee/4096,2,9225,10,No,,https://beespotter.org/beedata/bees/4096-1.jpg
4104,twotringas,6/13/2015,6/14/2015,griseocolis on Pale Purple Coneflower,42.304.981,-89.156.791,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4104,1,6814,10,No,Purple coneflower,https://beespotter.org/beedata/bees/4104-1.jpg
4105,twotringas,6/13/2015,6/14/2015,queen affinis on Pale Purple Coneflower,42.304.981,-89.156.791,Bombus affinis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4105,1,6815,7,No,,https://beespotter.org/beedata/bees/4105-1.jpg
4106,twotringas,6/13/2015,6/14/2015,queen citrinus on White Clover,42.304.981,-89.156.791,Bombus citrinus,Bombus citrinus,,f,f,female,Worker,https://beespotter.org/bee/4106,1,6816,8,No,,https://beespotter.org/beedata/bees/4106-1.jpg
4107,twotringas,6/13/2015,6/14/2015,queen griseocolis on Pale Purple Coneflower,42.304.981,-89.156.791,Bombus griseocollis,Bombus griseocollis,,f,f,female,Worker,https://beespotter.org/bee/4107,1,6817,9,No,,https://beespotter.org/beedata/bees/4107-1.jpg
